state	city	school	grade	redHairStudents
state-2	city-1	school-42	grade-1	20
state-2	city-1	school-42	grade-2	12
state-2	city-1	school-42	grade-3	16
state-2	city-1	school-42	grade-4	6
state-2	city-1	school-42	grade-5	3
state-2	city-1	school-42	grade-6	29
state-2	city-1	school-42	grade-7	27
state-2	city-1	school-42	grade-8	22
state-2	city-1	school-42	grade-9	12
state-2	city-1	school-43	grade-0	3
state-2	city-1	school-43	grade-1	22
state-2	city-1	school-43	grade-2	10
state-2	city-1	school-43	grade-3	23
state-2	city-1	school-43	grade-4	25
state-2	city-1	school-43	grade-5	22
state-2	city-1	school-43	grade-6	29
state-2	city-1	school-43	grade-7	29
state-2	city-1	school-43	grade-8	20
state-2	city-1	school-43	grade-9	9
state-2	city-1	school-44	grade-0	18
state-2	city-1	school-44	grade-1	1
state-2	city-1	school-44	grade-2	2
state-2	city-1	school-44	grade-3	20
state-2	city-1	school-44	grade-4	7
state-2	city-1	school-44	grade-5	7
state-2	city-1	school-44	grade-6	5
state-2	city-1	school-44	grade-7	8
state-2	city-1	school-44	grade-8	17
state-2	city-1	school-44	grade-9	18
state-2	city-1	school-45	grade-0	18
state-2	city-1	school-45	grade-1	19
state-2	city-1	school-45	grade-2	25
state-2	city-1	school-45	grade-3	0
state-2	city-1	school-45	grade-4	6
state-2	city-1	school-45	grade-5	26
state-2	city-1	school-45	grade-6	26
state-2	city-1	school-45	grade-7	7
state-2	city-1	school-45	grade-8	27
state-2	city-1	school-45	grade-9	13
state-2	city-1	school-46	grade-0	2
state-2	city-1	school-46	grade-1	8
state-2	city-1	school-46	grade-2	25
state-2	city-1	school-46	grade-3	19
state-2	city-1	school-46	grade-4	16
state-2	city-1	school-46	grade-5	22
state-2	city-1	school-46	grade-6	21
state-2	city-1	school-46	grade-7	0
state-2	city-1	school-46	grade-8	15
state-2	city-1	school-46	grade-9	22
state-2	city-1	school-47	grade-0	13
state-2	city-1	school-47	grade-1	29
state-2	city-1	school-47	grade-2	18
state-2	city-1	school-47	grade-3	6
state-2	city-1	school-47	grade-4	20
state-2	city-1	school-47	grade-5	7
state-2	city-1	school-47	grade-6	27
state-2	city-1	school-47	grade-7	20
state-2	city-1	school-47	grade-8	24
state-2	city-1	school-47	grade-9	12
state-2	city-1	school-48	grade-0	23
state-2	city-1	school-48	grade-1	20
state-2	city-1	school-48	grade-2	0
state-2	city-1	school-48	grade-3	13
state-2	city-1	school-48	grade-4	26
state-2	city-1	school-48	grade-5	16
state-2	city-1	school-48	grade-6	16
state-2	city-1	school-48	grade-7	7
state-2	city-1	school-48	grade-8	27
state-2	city-1	school-48	grade-9	4
state-2	city-1	school-49	grade-0	11
state-2	city-1	school-49	grade-1	25
state-2	city-1	school-49	grade-2	15
state-2	city-1	school-49	grade-3	16
state-2	city-1	school-49	grade-4	19
state-2	city-1	school-49	grade-5	7
state-2	city-1	school-49	grade-6	4
state-2	city-1	school-49	grade-7	26
state-2	city-1	school-49	grade-8	1
state-2	city-1	school-49	grade-9	15
state-2	city-1	school-50	grade-0	24
state-2	city-1	school-50	grade-1	24
state-2	city-1	school-50	grade-2	8
state-2	city-1	school-50	grade-3	13
state-2	city-1	school-50	grade-4	23
state-2	city-1	school-50	grade-5	26
state-2	city-1	school-50	grade-6	21
state-2	city-1	school-50	grade-7	25
state-2	city-1	school-50	grade-8	10
state-2	city-1	school-50	grade-9	1
state-2	city-1	school-51	grade-0	20
state-2	city-1	school-51	grade-1	26
state-2	city-1	school-51	grade-2	11
state-2	city-1	school-51	grade-3	25
state-2	city-1	school-51	grade-4	27
state-2	city-1	school-51	grade-5	11
state-2	city-1	school-51	grade-6	24
state-2	city-1	school-51	grade-7	27
state-2	city-1	school-51	grade-8	27
state-2	city-1	school-51	grade-9	2
state-2	city-1	school-52	grade-0	29
state-2	city-1	school-52	grade-1	5
state-2	city-1	school-52	grade-2	4
state-2	city-1	school-52	grade-3	27
state-2	city-1	school-52	grade-4	16
state-2	city-1	school-52	grade-5	22
state-2	city-1	school-52	grade-6	25
state-2	city-1	school-52	grade-7	7
state-2	city-1	school-52	grade-8	3
state-2	city-1	school-52	grade-9	24
state-2	city-1	school-53	grade-0	17
state-2	city-1	school-53	grade-1	26
state-2	city-1	school-53	grade-2	4
state-2	city-1	school-53	grade-3	7
state-2	city-1	school-53	grade-4	2
state-2	city-1	school-53	grade-5	24
state-2	city-1	school-53	grade-6	8
state-2	city-1	school-53	grade-7	10
state-2	city-1	school-53	grade-8	6
state-2	city-1	school-53	grade-9	19
state-2	city-1	school-54	grade-0	16
state-2	city-1	school-54	grade-1	23
state-2	city-1	school-54	grade-2	22
state-2	city-1	school-54	grade-3	12
state-2	city-1	school-54	grade-4	23
state-2	city-1	school-54	grade-5	13
state-2	city-1	school-54	grade-6	7
state-2	city-1	school-54	grade-7	13
state-2	city-1	school-54	grade-8	0
state-2	city-1	school-54	grade-9	12
state-2	city-1	school-55	grade-0	7
state-2	city-1	school-55	grade-1	19
state-2	city-1	school-55	grade-2	25
state-2	city-1	school-55	grade-3	14
state-2	city-1	school-55	grade-4	26
state-2	city-1	school-55	grade-5	16
state-2	city-1	school-55	grade-6	27
state-2	city-1	school-55	grade-7	9
state-2	city-1	school-55	grade-8	4
state-2	city-1	school-55	grade-9	0
state-2	city-1	school-56	grade-0	28
state-2	city-1	school-56	grade-1	16
state-2	city-1	school-56	grade-2	10
state-2	city-1	school-56	grade-3	19
state-2	city-1	school-56	grade-4	0
state-2	city-1	school-56	grade-5	26
state-2	city-1	school-56	grade-6	11
state-2	city-1	school-56	grade-7	13
state-2	city-1	school-56	grade-8	1
state-2	city-1	school-56	grade-9	1
state-2	city-1	school-57	grade-0	23
state-2	city-1	school-57	grade-1	15
state-2	city-1	school-57	grade-2	23
state-2	city-1	school-57	grade-3	28
state-2	city-1	school-57	grade-4	10
state-2	city-1	school-57	grade-5	23
state-2	city-1	school-57	grade-6	26
state-2	city-1	school-57	grade-7	11
state-2	city-1	school-57	grade-8	24
state-2	city-1	school-57	grade-9	15
state-2	city-1	school-58	grade-0	27
state-2	city-1	school-58	grade-1	14
state-2	city-1	school-58	grade-2	23
state-2	city-1	school-58	grade-3	17
state-2	city-1	school-58	grade-4	3
state-2	city-1	school-58	grade-5	13
state-2	city-1	school-58	grade-6	5
state-2	city-1	school-58	grade-7	0
state-2	city-1	school-58	grade-8	27
state-2	city-1	school-58	grade-9	0
state-2	city-1	school-59	grade-0	1
state-2	city-1	school-59	grade-1	14
state-2	city-1	school-59	grade-2	8
state-2	city-1	school-59	grade-3	13
state-2	city-1	school-59	grade-4	21
state-2	city-1	school-59	grade-5	28
state-2	city-1	school-59	grade-6	14
state-2	city-1	school-59	grade-7	5
state-2	city-1	school-59	grade-8	10
state-2	city-1	school-59	grade-9	19
state-2	city-1	school-60	grade-0	26
state-2	city-1	school-60	grade-1	13
state-2	city-1	school-60	grade-2	28
state-2	city-1	school-60	grade-3	17
state-2	city-1	school-60	grade-4	3
state-2	city-1	school-60	grade-5	7
state-2	city-1	school-60	grade-6	5
state-2	city-1	school-60	grade-7	18
state-2	city-1	school-60	grade-8	28
state-2	city-1	school-60	grade-9	27
state-2	city-1	school-61	grade-0	28
state-2	city-1	school-61	grade-1	4
state-2	city-1	school-61	grade-2	11
state-2	city-1	school-61	grade-3	10
state-2	city-1	school-61	grade-4	7
state-2	city-1	school-61	grade-5	3
state-2	city-1	school-61	grade-6	4
state-2	city-1	school-61	grade-7	22
state-2	city-1	school-61	grade-8	8
state-2	city-1	school-61	grade-9	11
state-2	city-1	school-62	grade-0	6
state-2	city-1	school-62	grade-1	11
state-2	city-1	school-62	grade-2	0
state-2	city-1	school-62	grade-3	22
state-2	city-1	school-62	grade-4	18
state-2	city-1	school-62	grade-5	16
state-2	city-1	school-62	grade-6	10
state-2	city-1	school-62	grade-7	22
state-2	city-1	school-62	grade-8	22
state-2	city-1	school-62	grade-9	0
state-2	city-1	school-63	grade-0	26
state-2	city-1	school-63	grade-1	20
state-2	city-1	school-63	grade-2	9
state-2	city-1	school-63	grade-3	26
state-2	city-1	school-63	grade-4	26
state-2	city-1	school-63	grade-5	1
state-2	city-1	school-63	grade-6	15
state-2	city-1	school-63	grade-7	10
state-2	city-1	school-63	grade-8	14
state-2	city-1	school-63	grade-9	29
state-2	city-1	school-64	grade-0	2
state-2	city-1	school-64	grade-1	23
state-2	city-1	school-64	grade-2	4
state-2	city-1	school-64	grade-3	16
state-2	city-1	school-64	grade-4	6
state-2	city-1	school-64	grade-5	4
state-2	city-1	school-64	grade-6	22
state-2	city-1	school-64	grade-7	2
state-2	city-1	school-64	grade-8	14
state-2	city-1	school-64	grade-9	7
state-2	city-1	school-65	grade-0	16
state-2	city-1	school-65	grade-1	10
state-2	city-1	school-65	grade-2	24
state-2	city-1	school-65	grade-3	19
state-2	city-1	school-65	grade-4	25
state-2	city-1	school-65	grade-5	13
state-2	city-1	school-65	grade-6	21
state-2	city-1	school-65	grade-7	10
state-2	city-1	school-65	grade-8	5
state-2	city-1	school-65	grade-9	17
state-2	city-1	school-66	grade-0	2
state-2	city-1	school-66	grade-1	12
state-2	city-1	school-66	grade-2	21
state-2	city-1	school-66	grade-3	7
state-2	city-1	school-66	grade-4	6
state-2	city-1	school-66	grade-5	21
state-2	city-1	school-66	grade-6	10
state-2	city-1	school-66	grade-7	7
state-2	city-1	school-66	grade-8	27
state-2	city-1	school-66	grade-9	22
state-2	city-1	school-67	grade-0	15
state-2	city-1	school-67	grade-1	17
state-2	city-1	school-67	grade-2	28
state-2	city-1	school-67	grade-3	8
state-2	city-1	school-67	grade-4	2
state-2	city-1	school-67	grade-5	3
state-2	city-1	school-67	grade-6	4
state-2	city-1	school-67	grade-7	7
state-2	city-1	school-67	grade-8	17
state-2	city-1	school-67	grade-9	5
state-2	city-1	school-68	grade-0	6
state-2	city-1	school-68	grade-1	4
state-2	city-1	school-68	grade-2	19
state-2	city-1	school-68	grade-3	11
state-2	city-1	school-68	grade-4	1
state-2	city-1	school-68	grade-5	14
state-2	city-1	school-68	grade-6	25
state-2	city-1	school-68	grade-7	1
state-2	city-1	school-68	grade-8	24
state-2	city-1	school-68	grade-9	20
state-2	city-1	school-69	grade-0	1
state-2	city-1	school-69	grade-1	27
state-2	city-1	school-69	grade-2	21
state-2	city-1	school-69	grade-3	14
state-2	city-1	school-69	grade-4	18
state-2	city-1	school-69	grade-5	23
state-2	city-1	school-69	grade-6	12
state-2	city-1	school-69	grade-7	26
state-2	city-1	school-69	grade-8	12
state-2	city-1	school-69	grade-9	6
state-2	city-1	school-70	grade-0	16
state-2	city-1	school-70	grade-1	2
state-2	city-1	school-70	grade-2	18
state-2	city-1	school-70	grade-3	6
state-2	city-1	school-70	grade-4	17
state-2	city-1	school-70	grade-5	1
state-2	city-1	school-70	grade-6	10
state-2	city-1	school-70	grade-7	21
state-2	city-1	school-70	grade-8	1
state-2	city-1	school-70	grade-9	26
state-2	city-1	school-71	grade-0	17
state-2	city-1	school-71	grade-1	14
state-2	city-1	school-71	grade-2	2
state-2	city-1	school-71	grade-3	6
state-2	city-1	school-71	grade-4	13
state-2	city-1	school-71	grade-5	18
state-2	city-1	school-71	grade-6	23
state-2	city-1	school-71	grade-7	18
state-2	city-1	school-71	grade-8	27
state-2	city-1	school-71	grade-9	11
state-2	city-1	school-72	grade-0	5
state-2	city-1	school-72	grade-1	10
state-2	city-1	school-72	grade-2	12
state-2	city-1	school-72	grade-3	27
state-2	city-1	school-72	grade-4	3
state-2	city-1	school-72	grade-5	8
state-2	city-1	school-72	grade-6	11
state-2	city-1	school-72	grade-7	0
state-2	city-1	school-72	grade-8	14
state-2	city-1	school-72	grade-9	11
state-2	city-1	school-73	grade-0	24
state-2	city-1	school-73	grade-1	5
state-2	city-1	school-73	grade-2	0
state-2	city-1	school-73	grade-3	2
state-2	city-1	school-73	grade-4	22
state-2	city-1	school-73	grade-5	15
state-2	city-1	school-73	grade-6	2
state-2	city-1	school-73	grade-7	8
state-2	city-1	school-73	grade-8	22
state-2	city-1	school-73	grade-9	12
state-2	city-1	school-74	grade-0	6
state-2	city-1	school-74	grade-1	14
state-2	city-1	school-74	grade-2	13
state-2	city-1	school-74	grade-3	15
state-2	city-1	school-74	grade-4	16
state-2	city-1	school-74	grade-5	21
state-2	city-1	school-74	grade-6	11
state-2	city-1	school-74	grade-7	21
state-2	city-1	school-74	grade-8	5
state-2	city-1	school-74	grade-9	21
state-2	city-1	school-75	grade-0	11
state-2	city-1	school-75	grade-1	24
state-2	city-1	school-75	grade-2	9
state-2	city-1	school-75	grade-3	11
state-2	city-1	school-75	grade-4	4
state-2	city-1	school-75	grade-5	21
state-2	city-1	school-75	grade-6	19
state-2	city-1	school-75	grade-7	13
state-2	city-1	school-75	grade-8	2
state-2	city-1	school-75	grade-9	11
state-2	city-1	school-76	grade-0	15
state-2	city-1	school-76	grade-1	2
state-2	city-1	school-76	grade-2	19
state-2	city-1	school-76	grade-3	10
state-2	city-1	school-76	grade-4	25
state-2	city-1	school-76	grade-5	1
state-2	city-1	school-76	grade-6	10
state-2	city-1	school-76	grade-7	17
state-2	city-1	school-76	grade-8	6
state-2	city-1	school-76	grade-9	6
state-2	city-1	school-77	grade-0	4
state-2	city-1	school-77	grade-1	15
state-2	city-1	school-77	grade-2	26
state-2	city-1	school-77	grade-3	10
state-2	city-1	school-77	grade-4	3
state-2	city-1	school-77	grade-5	1
state-2	city-1	school-77	grade-6	13
state-2	city-1	school-77	grade-7	9
state-2	city-1	school-77	grade-8	5
state-2	city-1	school-77	grade-9	5
state-2	city-1	school-78	grade-0	3
state-2	city-1	school-78	grade-1	3
state-2	city-1	school-78	grade-2	16
state-2	city-1	school-78	grade-3	22
state-2	city-1	school-78	grade-4	18
state-2	city-1	school-78	grade-5	11
state-2	city-1	school-78	grade-6	2
state-2	city-1	school-78	grade-7	5
state-2	city-1	school-78	grade-8	29
state-2	city-1	school-78	grade-9	16
state-2	city-1	school-79	grade-0	29
state-2	city-1	school-79	grade-1	3
state-2	city-1	school-79	grade-2	19
state-2	city-1	school-79	grade-3	15
state-2	city-1	school-79	grade-4	6
state-2	city-1	school-79	grade-5	5
state-2	city-1	school-79	grade-6	24
state-2	city-1	school-79	grade-7	8
state-2	city-1	school-79	grade-8	16
state-2	city-1	school-79	grade-9	5
state-2	city-1	school-80	grade-0	6
state-2	city-1	school-80	grade-1	15
state-2	city-1	school-80	grade-2	28
state-2	city-1	school-80	grade-3	7
state-2	city-1	school-80	grade-4	21
state-2	city-1	school-80	grade-5	1
state-2	city-1	school-80	grade-6	23
state-2	city-1	school-80	grade-7	5
state-2	city-1	school-80	grade-8	26
state-2	city-1	school-80	grade-9	29
state-2	city-1	school-81	grade-0	1
state-2	city-1	school-81	grade-1	6
state-2	city-1	school-81	grade-2	4
state-2	city-1	school-81	grade-3	7
state-2	city-1	school-81	grade-4	23
state-2	city-1	school-81	grade-5	6
state-2	city-1	school-81	grade-6	27
state-2	city-1	school-81	grade-7	24
state-2	city-1	school-81	grade-8	12
state-2	city-1	school-81	grade-9	2
state-2	city-1	school-82	grade-0	21
state-2	city-1	school-82	grade-1	2
state-2	city-1	school-82	grade-2	16
state-2	city-1	school-82	grade-3	19
state-2	city-1	school-82	grade-4	23
state-2	city-1	school-82	grade-5	14
state-2	city-1	school-82	grade-6	29
state-2	city-1	school-82	grade-7	6
state-2	city-1	school-82	grade-8	25
state-2	city-1	school-82	grade-9	0
state-2	city-1	school-83	grade-0	7
state-2	city-1	school-83	grade-1	18
state-2	city-1	school-83	grade-2	5
state-2	city-1	school-83	grade-3	3
state-2	city-1	school-83	grade-4	27
state-2	city-1	school-83	grade-5	20
state-2	city-1	school-83	grade-6	4
state-2	city-1	school-83	grade-7	1
state-2	city-1	school-83	grade-8	29
state-2	city-1	school-83	grade-9	28
state-2	city-1	school-84	grade-0	18
state-2	city-1	school-84	grade-1	4
state-2	city-1	school-84	grade-2	10
state-2	city-1	school-84	grade-3	8
state-2	city-1	school-84	grade-4	21
state-2	city-1	school-84	grade-5	1
state-2	city-1	school-84	grade-6	10
state-2	city-1	school-84	grade-7	17
state-2	city-1	school-84	grade-8	28
state-2	city-1	school-84	grade-9	24
state-2	city-1	school-85	grade-0	26
state-2	city-1	school-85	grade-1	26
state-2	city-1	school-85	grade-2	13
state-2	city-1	school-85	grade-3	20
state-2	city-1	school-85	grade-4	21
state-2	city-1	school-85	grade-5	17
state-2	city-1	school-85	grade-6	19
state-2	city-1	school-85	grade-7	29
state-2	city-1	school-85	grade-8	18
state-2	city-1	school-85	grade-9	27
state-2	city-1	school-86	grade-0	11
state-2	city-1	school-86	grade-1	20
state-2	city-1	school-86	grade-2	22
state-2	city-1	school-86	grade-3	16
state-2	city-1	school-86	grade-4	10
state-2	city-1	school-86	grade-5	28
state-2	city-1	school-86	grade-6	9
state-2	city-1	school-86	grade-7	6
state-2	city-1	school-86	grade-8	9
state-2	city-1	school-86	grade-9	9
state-2	city-1	school-87	grade-0	4
state-2	city-1	school-87	grade-1	13
state-2	city-1	school-87	grade-2	18
state-2	city-1	school-87	grade-3	6
state-2	city-1	school-87	grade-4	19
state-2	city-1	school-87	grade-5	22
state-2	city-1	school-87	grade-6	16
state-2	city-1	school-87	grade-7	14
state-2	city-1	school-87	grade-8	4
state-2	city-1	school-87	grade-9	1
state-2	city-1	school-88	grade-0	18
state-2	city-1	school-88	grade-1	14
state-2	city-1	school-88	grade-2	12
state-2	city-1	school-88	grade-3	1
state-2	city-1	school-88	grade-4	22
state-2	city-1	school-88	grade-5	1
state-2	city-1	school-88	grade-6	25
state-2	city-1	school-88	grade-7	7
state-2	city-1	school-88	grade-8	20
state-2	city-1	school-88	grade-9	19
state-2	city-1	school-89	grade-0	7
state-2	city-1	school-89	grade-1	9
state-2	city-1	school-89	grade-2	27
state-2	city-1	school-89	grade-3	12
state-2	city-1	school-89	grade-4	15
state-2	city-1	school-89	grade-5	25
state-2	city-1	school-89	grade-6	24
state-2	city-1	school-89	grade-7	21
state-2	city-1	school-89	grade-8	26
state-2	city-1	school-89	grade-9	7
state-2	city-1	school-90	grade-0	27
state-2	city-1	school-90	grade-1	26
state-2	city-1	school-90	grade-2	6
state-2	city-1	school-90	grade-3	26
state-2	city-1	school-90	grade-4	25
state-2	city-1	school-90	grade-5	24
state-2	city-1	school-90	grade-6	22
state-2	city-1	school-90	grade-7	0
state-2	city-1	school-90	grade-8	8
state-2	city-1	school-90	grade-9	19
state-2	city-1	school-91	grade-0	7
state-2	city-1	school-91	grade-1	13
state-2	city-1	school-91	grade-2	17
state-2	city-1	school-91	grade-3	0
state-2	city-1	school-91	grade-4	2
state-2	city-1	school-91	grade-5	3
state-2	city-1	school-91	grade-6	6
state-2	city-1	school-91	grade-7	11
state-2	city-1	school-91	grade-8	9
state-2	city-1	school-91	grade-9	20
state-2	city-1	school-92	grade-0	24
state-2	city-1	school-92	grade-1	8
state-2	city-1	school-92	grade-2	19
state-2	city-1	school-92	grade-3	9
state-2	city-1	school-92	grade-4	7
state-2	city-1	school-92	grade-5	5
state-2	city-1	school-92	grade-6	14
state-2	city-1	school-92	grade-7	22
state-2	city-1	school-92	grade-8	24
state-2	city-1	school-92	grade-9	14
state-2	city-2	school-0	grade-0	15
state-2	city-2	school-0	grade-1	29
state-2	city-2	school-0	grade-2	14
state-2	city-2	school-0	grade-3	23
state-2	city-2	school-0	grade-4	24
state-2	city-2	school-0	grade-5	0
state-2	city-2	school-0	grade-6	4
state-2	city-2	school-0	grade-7	12
state-2	city-2	school-0	grade-8	17
state-2	city-2	school-0	grade-9	25
state-2	city-2	school-1	grade-0	4
state-2	city-2	school-1	grade-1	3
state-2	city-2	school-1	grade-2	27
state-2	city-2	school-1	grade-3	24
state-2	city-2	school-1	grade-4	28
state-2	city-2	school-1	grade-5	5
state-2	city-2	school-1	grade-6	4
state-2	city-2	school-1	grade-7	12
state-2	city-2	school-1	grade-8	14
state-2	city-2	school-1	grade-9	7
state-2	city-2	school-2	grade-0	17
state-2	city-2	school-2	grade-1	12
state-2	city-2	school-2	grade-2	6
state-2	city-2	school-2	grade-3	16
state-2	city-2	school-2	grade-4	21
state-2	city-2	school-2	grade-5	1
state-2	city-2	school-2	grade-6	9
state-2	city-2	school-2	grade-7	0
state-2	city-2	school-2	grade-8	12
state-2	city-2	school-2	grade-9	0
state-2	city-2	school-3	grade-0	3
state-2	city-2	school-3	grade-1	7
state-2	city-2	school-3	grade-2	13
state-2	city-2	school-3	grade-3	3
state-2	city-2	school-3	grade-4	15
state-2	city-2	school-3	grade-5	13
state-2	city-2	school-3	grade-6	4
state-2	city-2	school-3	grade-7	26
state-2	city-2	school-3	grade-8	17
state-2	city-2	school-3	grade-9	11
state-2	city-2	school-4	grade-0	26
state-2	city-2	school-4	grade-1	21
state-2	city-2	school-4	grade-2	22
state-2	city-2	school-4	grade-3	21
state-2	city-2	school-4	grade-4	0
state-2	city-2	school-4	grade-5	24
state-2	city-2	school-4	grade-6	9
state-2	city-2	school-4	grade-7	12
state-2	city-2	school-4	grade-8	1
state-2	city-2	school-4	grade-9	27
state-2	city-2	school-5	grade-0	19
state-2	city-2	school-5	grade-1	24
state-2	city-2	school-5	grade-2	9
state-2	city-2	school-5	grade-3	11
state-2	city-2	school-5	grade-4	11
state-2	city-2	school-5	grade-5	4
state-2	city-2	school-5	grade-6	5
state-2	city-2	school-5	grade-7	29
state-2	city-2	school-5	grade-8	19
state-2	city-2	school-5	grade-9	2
state-2	city-2	school-6	grade-0	28
state-2	city-2	school-6	grade-1	28
state-2	city-2	school-6	grade-2	8
state-2	city-2	school-6	grade-3	2
state-2	city-2	school-6	grade-4	8
state-2	city-2	school-6	grade-5	25
state-2	city-2	school-6	grade-6	0
state-2	city-2	school-6	grade-7	28
state-2	city-2	school-6	grade-8	23
state-2	city-2	school-6	grade-9	16
state-2	city-2	school-7	grade-0	0
state-2	city-2	school-7	grade-1	1
state-2	city-2	school-7	grade-2	26
state-2	city-2	school-7	grade-3	6
state-2	city-2	school-7	grade-4	12
state-2	city-2	school-7	grade-5	3
state-2	city-2	school-7	grade-6	8
state-2	city-2	school-7	grade-7	18
state-2	city-2	school-7	grade-8	19
state-2	city-2	school-7	grade-9	8
state-2	city-2	school-8	grade-0	27
state-2	city-2	school-8	grade-1	5
state-2	city-2	school-8	grade-2	29
state-2	city-2	school-8	grade-3	1
state-2	city-2	school-8	grade-4	25
state-2	city-2	school-8	grade-5	25
state-2	city-2	school-8	grade-6	12
state-2	city-2	school-8	grade-7	27
state-2	city-2	school-8	grade-8	19
state-2	city-2	school-8	grade-9	5
state-2	city-2	school-9	grade-0	3
state-2	city-2	school-9	grade-1	18
state-2	city-2	school-9	grade-2	12
state-2	city-2	school-9	grade-3	23
state-2	city-2	school-9	grade-4	6
state-2	city-2	school-9	grade-5	23
state-2	city-2	school-9	grade-6	4
state-2	city-2	school-9	grade-7	9
state-2	city-2	school-9	grade-8	21
state-2	city-2	school-9	grade-9	29
state-2	city-2	school-10	grade-0	14
state-2	city-2	school-10	grade-1	6
state-2	city-2	school-10	grade-2	20
state-2	city-2	school-10	grade-3	17
state-2	city-2	school-10	grade-4	10
state-2	city-2	school-10	grade-5	0
state-2	city-2	school-10	grade-6	10
state-2	city-2	school-10	grade-7	16
state-2	city-2	school-10	grade-8	25
state-2	city-2	school-10	grade-9	13
state-2	city-2	school-11	grade-0	5
state-2	city-2	school-11	grade-1	0
state-2	city-2	school-11	grade-2	14
state-2	city-2	school-11	grade-3	6
state-2	city-2	school-11	grade-4	11
state-2	city-2	school-11	grade-5	1
state-2	city-2	school-11	grade-6	15
state-2	city-2	school-11	grade-7	29
state-2	city-2	school-11	grade-8	19
state-2	city-2	school-11	grade-9	5
state-2	city-2	school-12	grade-0	10
state-2	city-2	school-12	grade-1	13
state-2	city-2	school-12	grade-2	1
state-2	city-2	school-12	grade-3	13
state-2	city-2	school-12	grade-4	24
state-2	city-2	school-12	grade-5	29
state-2	city-2	school-12	grade-6	16
state-2	city-2	school-12	grade-7	11
state-2	city-2	school-12	grade-8	9
state-2	city-2	school-12	grade-9	8
state-2	city-2	school-13	grade-0	20
state-2	city-2	school-13	grade-1	9
state-2	city-2	school-13	grade-2	23
state-2	city-2	school-13	grade-3	15
state-2	city-2	school-13	grade-4	18
state-2	city-2	school-13	grade-5	4
state-2	city-2	school-13	grade-6	12
state-2	city-2	school-13	grade-7	15
state-2	city-2	school-13	grade-8	8
state-2	city-2	school-13	grade-9	15
state-2	city-2	school-14	grade-0	26
state-2	city-2	school-14	grade-1	7
state-2	city-2	school-14	grade-2	26
state-2	city-2	school-14	grade-3	24
state-2	city-2	school-14	grade-4	5
state-2	city-2	school-14	grade-5	22
state-2	city-2	school-14	grade-6	4
state-2	city-2	school-14	grade-7	7
state-2	city-2	school-14	grade-8	27
state-2	city-2	school-14	grade-9	12
state-2	city-2	school-15	grade-0	24
state-2	city-2	school-15	grade-1	9
state-2	city-2	school-15	grade-2	26
state-2	city-2	school-15	grade-3	22
state-2	city-2	school-15	grade-4	13
state-2	city-2	school-15	grade-5	14
state-2	city-2	school-15	grade-6	3
state-2	city-2	school-15	grade-7	5
state-2	city-2	school-15	grade-8	16
state-2	city-2	school-15	grade-9	24
state-2	city-2	school-16	grade-0	28
state-2	city-2	school-16	grade-1	22
state-2	city-2	school-16	grade-2	19
state-2	city-2	school-16	grade-3	27
state-2	city-2	school-16	grade-4	25
state-2	city-2	school-16	grade-5	9
state-2	city-2	school-16	grade-6	11
state-2	city-2	school-16	grade-7	26
state-2	city-2	school-16	grade-8	22
state-2	city-2	school-16	grade-9	4
state-2	city-2	school-17	grade-0	13
state-2	city-2	school-17	grade-1	27
state-2	city-2	school-17	grade-2	12
state-2	city-2	school-17	grade-3	13
state-2	city-2	school-17	grade-4	29
state-2	city-2	school-17	grade-5	27
state-2	city-2	school-17	grade-6	26
state-2	city-2	school-17	grade-7	7
state-2	city-2	school-17	grade-8	26
state-2	city-2	school-17	grade-9	9
state-2	city-2	school-18	grade-0	14
state-2	city-2	school-18	grade-1	9
state-2	city-2	school-18	grade-2	4
state-2	city-2	school-18	grade-3	13
state-2	city-2	school-18	grade-4	13
state-2	city-2	school-18	grade-5	0
state-2	city-2	school-18	grade-6	14
state-2	city-2	school-18	grade-7	19
state-2	city-2	school-18	grade-8	26
state-2	city-2	school-18	grade-9	18
state-2	city-2	school-19	grade-0	7
state-2	city-2	school-19	grade-1	4
state-2	city-2	school-19	grade-2	18
state-2	city-2	school-19	grade-3	20
state-2	city-2	school-19	grade-4	14
state-2	city-2	school-19	grade-5	4
state-2	city-2	school-19	grade-6	22
state-2	city-2	school-19	grade-7	2
state-2	city-2	school-19	grade-8	3
state-2	city-2	school-19	grade-9	11
state-2	city-2	school-20	grade-0	25
state-2	city-2	school-20	grade-1	24
state-2	city-2	school-20	grade-2	2
state-2	city-2	school-20	grade-3	3
state-2	city-2	school-20	grade-4	3
state-2	city-2	school-20	grade-5	10
state-2	city-2	school-20	grade-6	9
state-2	city-2	school-20	grade-7	17
state-2	city-2	school-20	grade-8	11
state-2	city-2	school-20	grade-9	21
state-2	city-2	school-21	grade-0	17
state-2	city-2	school-21	grade-1	6
state-2	city-2	school-21	grade-2	7
state-2	city-2	school-21	grade-3	10
state-2	city-2	school-21	grade-4	24
state-2	city-2	school-21	grade-5	0
state-2	city-2	school-21	grade-6	12
state-2	city-2	school-21	grade-7	17
state-2	city-2	school-21	grade-8	29
state-2	city-2	school-21	grade-9	15
state-2	city-2	school-22	grade-0	6
state-2	city-2	school-22	grade-1	10
state-2	city-2	school-22	grade-2	12
state-2	city-2	school-22	grade-3	25
state-2	city-2	school-22	grade-4	21
state-2	city-2	school-22	grade-5	4
state-2	city-2	school-22	grade-6	15
